AREA,DATE_SALE,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE,PARK_FACIL,DATE_BUILD,REG_FEE,COMMIS,SALE_COND
Adyar,28-12-2008,1022,1,1,3,9036250,No,31-12-1998,289160,108435,Adj Land
KK Nagar,26-01-2012,2397,4,2,6,11770840,No,01-02-1987,400209,129479,Normal Sale
Chrompet,07-01-2007,1083,1,1,3,9519460,No,15-01-1974,247506,123753,Partial
Adyar,06-11-2011,923,1,1,3,8984810,No,14-11-1977,269544,125787,Ab Normal
Anna Nagar,06-12-2007,1829,2,1,5,19806350,No,14-12-1972,495159,297095,Normal Sale
KK Nagar,23-11-2011,2228,4,2,6,11966860,No,28-11-1988,418840,167536,Adj Land
Chrompet,07-08-2008,1128,1,1,3,9985710,No,11-08-1995,329528,49929,Family
Adyar,29-04-2010,922,1,1,3,6442655,No,08-05-1973,212608,19328,Ab Normal
Velachery,19-03-2006,1537,2,1,4,9920630,No,21-03-1997,307540,138889,Ab Normal
KK Nagar,15-06-2011,2175,3,2,5,11790660,No,17-06-2003,448045,94325,Normal Sale
Karapakkam,23-03-2010,693,1,1,2,4680125,No,30-03-1981,224646,46801,Ab Normal
Chrompet,04-05-2014,966,1,1,3,8952550,No,05-05-2009,223814,62668,Normal Sale
Adyar,24-12-2010,918,1,1,3,9876540,No,02-01-1975,355555,9877,Ab Normal
Anna Nagar,15-12-2011,1918,2,1,5,19609850,No,18-12-1996,588296,215708,Normal Sale
KK Nagar,02-01-2011,2333,4,2,6,17171100,No,06-01-1996,515133,343422,Normal Sale
Anna Nagar,06-02-2014,1661,1,1,4,12356960,No,13-02-1986,383066,197711,Ab Normal
Adyar,21-05-2009,1276,2,2,4,12858080,No,24-05-1997,424317,38574,Partial
Chrompet,11-05-2007,1083,1,1,3,7155650,No,17-05-1980,200358,93023,Ab Normal
T Nagar,03-05-2010,1903,2,1,5,13953400,No,10-05-1982,502322,265115,Normal Sale
Karapakkam,03-05-2010,1003,1,1,3,6329250,No,11-05-1979,291146,75951,Adj Land
KK Nagar,08-10-2008,1494,2,1,4,9354680,No,14-10-1984,439670,93547,Ab Normal
Adyar,19-11-2006,626,1,1,2,8173180,No,27-11-1974,326927,16346,Adj Land
Chrompet,24-08-2009,719,1,1,2,7352150,No,02-09-1972,198508,36761,Adj Land
Chrompet,24-01-2007,1010,1,1,3,8867600,No,02-02-1971,230558,26603,Family
Karapakkam,12-09-2010,1404,2,2,4,6569750,No,15-09-1997,223372,131395,Family
Karapakkam,22-10-2011,1305,1,1,3,6602375,No,31-10-1973,323516,125445,Adj Land
Chrompet,27-09-2007,925,1,1,3,9151000,No,04-10-1978,301983,45755,Normal Sale
Karapakkam,31-03-2011,571,1,1,2,7899500,No,05-04-1989,268583,126392,Adj Land
Anna Nagar,24-06-2011,1828,2,1,5,12251920,No,02-07-1977,416565,98015,Normal Sale
T Nagar,15-02-2013,1578,1,1,4,17623460,No,24-02-1980,599198,299599,Family
T Nagar,10-08-2012,1660,1,1,4,13603120,No,14-08-1996,394490,231253,Ab Normal
KK Nagar,11-10-2009,2416,4,2,6,12966920,No,16-10-1989,453842,155603,Adj Land
Velachery,29-10-2009,1767,2,1,4,13025260,No,04-11-1986,390758,182354,Family
Adyar,27-05-2008,833,1,1,3,11165950,No,30-05-1998,390808,167489,Partial
Chrompet,09-05-2007,740,1,1,2,9263000,No,10-05-2003,250101,101893,Partial
KK Nagar,25-05-2011,1520,2,1,4,13560300,No,28-05-1996,596653,244085,Family
Chrompet,23-09-2011,769,1,1,2,6298700,No,01-10-1977,207857,44091,Partial
Velachery,02-11-2010,1964,3,2,5,9329030,No,13-11-1966,279871,195910,Ab Normal
Karapakkam,31-01-2012,1110,1,1,3,6847250,No,06-02-1988,287585,150640,Normal Sale
Velachery,19-03-2010,1545,2,1,4,8308730,No,24-03-1991,332349,166175,Family
Chrompet,03-11-2008,971,1,1,3,12038850,No,08-11-1989,325049,96311,Partial
Chrompet,23-02-2007,982,1,1,3,12775700,No,25-02-1997,357720,38327,Partial
Karapakkam,25-09-2011,1288,1,1,3,4936250,No,05-10-1968,182641,59235,Partial
Karapakkam,14-07-2010,1403,2,2,4,5402500,No,25-07-1966,172880,59428,Partial
Karapakkam,07-02-2012,1628,2,2,4,7150500,No,18-02-1968,357525,150161,Normal Sale
Karapakkam,02-05-2010,1438,2,2,4,6717750,No,11-05-1972,208250,127637,Ab Normal
Chrompet,24-06-2011,774,1,1,2,5899450,No,01-07-1980,153386,76693,Partial
Karapakkam,03-07-2010,1207,1,1,3,5962250,No,11-07-1977,250415,119245,Family
KK Nagar,11-12-2010,1561,2,1,4,13489720,No,12-12-2004,485630,148387,Ab Normal
Karapakkam,22-08-2010,1156,1,1,3,10056250,No,24-08-2003,351969,160900,Adj Land
KK Nagar,29-10-2010,1852,3,2,5,15592460,No,01-11-1997,732846,311849,Family
Chrompet,10-01-2007,1190,1,1,3,12631750,No,18-01-1974,315794,164213,Ab Normal
Velachery,09-02-2012,1527,2,1,4,7738440,No,12-02-2000,278584,116077,Partial
Karapakkam,14-05-2011,908,1,1,3,4343000,No,25-05-1967,191092,47773,Ab Normal
Velachery,26-08-2006,1984,3,2,5,10169600,No,07-09-1956,386445,132205,Family
Karapakkam,10-03-2010,1537,2,2,4,12075000,No,17-03-1982,591675,144900,Adj Land
Adyar,20-02-2009,1152,1,1,3,9863280,No,23-02-1997,295898,69043,Ab Normal
Karapakkam,08-11-2011,730,1,1,2,5198500,No,19-11-1965,233933,109169,Family
Velachery,20-12-2005,1730,2,1,4,10616020,No,27-12-1979,382177,191088,Family
Chrompet,11-12-2014,845,1,1,3,10673850,No,17-12-1991,320216,138760,Family
Velachery,28-09-2009,1776,2,1,4,14834920,No,01-10-1998,459883,133514,Family
Chrompet,12-12-2008,1124,1,1,3,8243880,No,22-12-1968,214341,82439,Normal Sale
Karapakkam,18-02-2011,766,1,1,2,4733000,No,01-03-1967,194053,70995,Partial
Karapakkam,26-03-2010,665,1,1,2,6767000,No,30-03-1994,311282,155641,Ab Normal
Chrompet,24-04-2010,762,1,1,2,6000540,No,04-05-1970,192017,30003,Family
Chrompet,02-05-2012,944,1,1,3,11663500,No,05-05-2002,303251,128299,Family
Anna Nagar,07-10-2012,1754,1,1,4,11960070,No,19-10-1967,442523,179401,Family
Anna Nagar,26-06-2010,1640,1,1,4,10649060,No,04-07-1977,372717,202332,Normal Sale
KK Nagar,30-03-2010,1825,3,2,5,10783060,No,06-04-1982,485238,215661,Adj Land
Velachery,03-03-2012,1707,2,1,4,9125100,No,12-03-1977,337629,136877,Family
Anna Nagar,04-03-2014,1792,1,1,4,20697270,No,07-03-2003,683010,103486,Family
Chrompet,13-04-2013,1125,1,1,3,12401000,No,22-04-1977,359629,86807,Normal Sale
KK Nagar,16-04-2010,1361,2,1,4,8976940,No,18-04-2003,368055,152608,Family
KK Nagar,09-11-2010,1786,3,2,5,9960280,No,15-11-1986,478093,229086,Family
T Nagar,27-12-2007,1596,1,1,4,11262600,No,01-01-1988,360403,191464,Adj Land
Anna Nagar,09-11-2007,1644,1,1,4,11681720,No,14-11-1987,455587,175226,Normal Sale
Adyar,18-04-2007,1041,1,1,3,10646530,No,23-04-1985,372629,42586,Adj Land
Chrompet,21-04-2009,810,1,1,3,9352750,No,28-04-1980,271230,56117,Partial
Chrompet,25-03-2010,837,1,1,3,8582390,No,26-03-2004,240307,102989,Adj Land
Karapakkam,23-08-2011,1298,1,1,3,6686000,No,27-08-1992,307556,120348,Family
Anna Nagar,23-04-2010,1867,2,1,5,10721350,No,04-05-1965,268034,182263,Ab Normal
T Nagar,06-11-2008,1575,1,1,4,10002210,No,17-11-1965,300066,80018,Partial
Anna Nagar,16-01-2011,1805,2,1,5,20438790,No,21-01-1989,510970,245265,Normal Sale
Adyar,22-01-2010,733,1,1,2,4886840,No,31-01-1974,146605,73303,Ab Normal
KK Nagar,14-04-2010,2069,3,2,5,10042440,No,17-04-1998,341443,90382,Normal Sale
Chrompet,23-12-2014,956,1,1,3,11330100,No,25-12-2004,317243,67981,Partial
Karapakkam,26-03-2010,871,1,1,2,8068000,No,03-04-1978,282380,153292,Family
Adyar,10-11-2009,1087,1,1,3,8257475,No,11-11-2004,322042,8257,Normal Sale
Velachery,20-03-2009,1843,3,2,5,9635530,No,27-03-1980,366150,134897,Partial
Chrompet,17-09-2010,1258,2,1,4,8218210,No,24-09-1981,230110,32873,Partial
Karapakkam,25-07-2009,979,1,1,3,7274625,No,29-07-1993,320084,174591,Adj Land
Karapakkam,10-09-2011,1607,2,2,4,7404375,No,17-09-1980,325793,96257,Partial
Chrompet,12-01-2008,775,1,1,2,7726750,No,17-01-1988,193169,100448,Normal Sale
Velachery,25-07-2010,1830,3,2,5,11111430,No,30-07-1991,422234,177783,Normal Sale
Velachery,07-03-2004,1925,3,2,5,8372550,No,19-03-1959,259549,83726,Family
Chrompet,13-12-2013,779,1,1,2,10189000,No,15-12-2005,264914,132457,Family
Adyar,07-09-2007,725,1,1,2,8071375,No,08-09-2002,258284,24214,Normal Sale
KK Nagar,03-08-2011,1717,2,1,4,14350560,No,07-08-1993,530971,186557,Ab Normal
Adyar,27-07-2010,1248,2,2,4,8739885,No,01-08-1991,305896,87399,Normal Sale
Chrompet,12-04-2011,1223,2,1,4,10501150,No,14-04-2002,283531,126014,Ab Normal
Chrompet,30-08-2011,1089,1,1,3,10000930,No,02-09-1999,320030,80007,Partial
Anna Nagar,06-02-2011,1574,1,1,4,11235770,No,12-02-1985,292130,101122,Ab Normal
KK Nagar,23-08-2011,2455,4,2,6,20063100,No,24-08-2006,963029,341073,Normal Sale
Karapakkam,19-05-2010,1280,1,1,3,6783500,No,21-05-2000,203505,122103,Normal Sale
KK Nagar,31-03-2011,2169,3,2,5,17039580,No,02-04-2002,851979,408950,Normal Sale
Velachery,06-04-2007,1897,3,2,5,10040100,No,16-04-1967,321283,90361,Adj Land
Chrompet,04-01-2007,975,1,1,3,8345750,No,13-01-1971,275410,141878,Ab Normal
Velachery,12-07-2009,1582,2,1,4,8155260,No,18-07-1986,277279,57087,Adj Land
Anna Nagar,19-10-2006,1864,2,1,5,20691780,No,29-10-1967,620753,310377,Family
Anna Nagar,05-10-2008,1627,1,1,4,12093600,No,10-10-1988,483744,145123,Ab Normal
Karapakkam,11-09-2010,1652,2,2,4,5999250,No,16-09-1991,293963,59993,Family
Anna Nagar,23-08-2008,1996,2,1,5,22567050,No,25-08-2003,880115,270805,Normal Sale
KK Nagar,23-09-2010,1463,2,1,4,12802100,No,27-09-1995,486480,217636,Normal Sale
Chrompet,31-03-2009,1294,2,1,4,8782150,No,01-04-2004,289811,87822,Adj Land
Velachery,17-11-2010,1790,2,1,4,7627340,No,29-11-1963,251702,137292,Normal Sale
Anna Nagar,12-01-2007,1707,1,1,4,20192150,No,14-01-1997,605765,323074,Normal Sale
Chrompet,28-06-2009,919,1,1,3,7989450,No,02-07-1994,263652,127831,Normal Sale
Adyar,16-09-2008,1135,1,1,3,8699125,No,20-09-1993,295770,86991,Ab Normal
Chrompet,06-06-2014,871,1,1,3,7373000,No,16-06-1974,235936,95849,Adj Land
Adyar,30-10-2006,831,1,1,3,7713895,No,02-11-1993,262272,77139,Family
Anna Nagar,29-05-2012,1677,1,1,4,11947050,No,01-06-2002,310623,203100,Partial
Karapakkam,11-12-2010,1463,2,2,4,5885000,No,12-12-2004,217745,88275,Normal Sale
T Nagar,18-05-2009,1739,1,1,4,10320700,No,27-05-1974,288980,196093,Partial
Karapakkam,19-02-2011,668,1,1,2,3339000,No,28-02-1975,120204,36729,Partial
Anna Nagar,20-07-2007,1780,1,1,4,13140580,No,29-07-1968,433639,236530,Normal Sale
Chrompet,17-08-2010,917,1,1,3,12508650,No,24-08-1983,387768,112578,Adj Land
KK Nagar,20-04-2008,2157,3,2,5,11853140,No,28-04-1978,592657,165944,Family
Karapakkam,10-09-2009,730,1,1,2,4886000,No,21-09-1965,190554,39088,Ab Normal
T Nagar,03-04-2007,1912,2,1,5,21107310,No,06-04-1994,717649,337717,Ab Normal
KK Nagar,07-02-2009,2411,4,2,6,12520540,No,09-02-2003,513342,200329,Normal Sale
T Nagar,04-11-2010,1854,2,1,5,13173400,No,12-11-1976,342508,144907,Adj Land
KK Nagar,21-09-2008,2075,3,2,5,10696080,No,29-09-1979,374363,181833,Ab Normal
Karapakkam,04-10-2010,1239,1,1,3,5281500,No,14-10-1970,216542,73941,Adj Land
Adyar,21-06-2011,890,1,1,3,8414875,No,27-06-1986,328180,58904,Normal Sale
KK Nagar,26-06-2010,2471,4,2,6,13259060,No,01-07-1988,623176,119332,Family
KK Nagar,17-04-2009,2271,4,2,6,18436880,No,21-04-1995,571543,442485,Adj Land
Chrompet,10-12-2006,808,1,1,3,9544050,No,12-12-1999,314954,95441,Normal Sale
KK Nagar,14-10-2009,1838,3,2,5,9244720,No,18-10-1993,462236,175650,Ab Normal
Velachery,08-02-2012,1511,2,1,4,6702360,No,16-02-1979,247987,127345,Family
Adyar,09-11-2007,1291,2,2,4,10168445,No,14-11-1984,305053,20337,Adj Land
Anna Nagar,04-03-2007,1771,1,1,4,11123540,No,14-03-1965,322583,122359,Family
T Nagar,09-06-2011,1886,2,1,5,15416110,No,12-06-1997,477899,262074,Normal Sale
Anna Nagar,22-12-2013,1712,1,1,4,19337750,No,31-12-1978,696159,348080,Family
Chrompet,23-12-2013,934,1,1,3,8750680,No,29-12-1991,245019,96257,Family
Velachery,24-04-2010,1697,2,1,4,12666780,No,27-04-1996,392670,228002,Family
KK Nagar,19-07-2008,2260,4,2,6,12528440,No,25-07-1986,375853,162870,Adj Land
Chrompet,23-01-2010,914,1,1,3,8155200,No,31-01-1978,269122,65242,Normal Sale
T Nagar,14-06-2011,1946,2,1,5,21897640,No,15-06-2004,656929,372260,Family
Adyar,26-12-2006,713,1,1,2,7676000,No,31-12-1986,237956,69084,Normal Sale
Velachery,01-01-2005,1770,2,1,4,8548080,No,07-01-1981,264990,170962,Partial
KK Nagar,29-09-2008,2335,4,2,6,12290940,No,02-10-1996,577674,159782,Normal Sale
Adyar,11-12-2011,1122,1,1,3,7498275,No,17-12-1986,254941,82481,Ab Normal
Karapakkam,02-12-2011,1635,2,2,4,10763000,No,13-12-1967,527387,161445,Ab Normal
Anna Nagar,12-02-2008,1514,1,1,4,12047650,No,16-02-1989,349382,192762,Family
Velachery,19-07-2010,1802,3,2,5,8288940,No,22-07-1998,248668,140912,Partial
Adyar,09-08-2009,1217,2,2,4,14178675,No,10-08-2004,496254,170144,Partial
KK Nagar,13-05-2009,1926,3,2,5,9839960,No,15-05-2001,373918,118080,Partial
Chrompet,09-05-2010,1129,1,1,3,9214930,No,17-05-1978,239588,82934,Adj Land
Adyar,20-11-2006,790,1,1,2,7329900,No,30-11-1966,256547,43979,Adj Land
Adyar,05-02-2008,1215,2,2,4,15103540,No,14-02-1972,543727,90621,Normal Sale
Velachery,26-06-2011,1672,2,1,4,10904740,No,01-07-1989,414380,163571,Partial
KK Nagar,06-08-2011,2382,4,2,6,18192700,No,12-08-1986,582166,418432,Family
Karapakkam,10-02-2012,1347,2,2,4,8268875,No,17-02-1981,405175,140571,Family
Karapakkam,07-10-2010,1569,2,2,4,8792500,No,10-10-1998,334115,87925,Adj Land
T Nagar,25-01-2014,1548,1,1,4,13249450,No,31-01-1991,529978,79497,Normal Sale
Chrompet,26-01-2012,1127,1,1,3,9198100,No,29-01-1998,239151,73585,Normal Sale
KK Nagar,30-04-2011,1823,3,2,5,10748500,No,05-05-1989,376198,85988,Partial
Velachery,16-06-2004,1781,2,1,4,7950320,No,29-06-1953,310062,166957,Ab Normal
Velachery,05-05-2006,1958,3,2,5,9491790,No,14-05-1969,341704,75934,Partial
Karapakkam,12-11-2011,977,1,1,3,7095250,No,15-11-1996,354763,149000,Partial
Chrompet,06-03-2010,843,1,1,3,7812910,No,15-03-1974,250013,125007,Ab Normal
T Nagar,24-04-2013,1664,1,1,4,13427680,No,29-04-1995,416258,67138,Ab Normal
Adyar,30-07-2010,1293,2,2,4,9104275,No,31-07-2005,327754,45521,Adj Land
Anna Nagar,01-06-2007,1681,1,1,4,18312300,No,02-06-2002,677555,329621,Normal Sale
Chrompet,21-10-2008,916,1,1,3,7319800,No,25-10-1992,212274,87838,Ab Normal
Velachery,08-08-2008,1617,2,1,4,12167290,No,15-08-1981,389353,97338,Ab Normal
KK Nagar,27-10-2008,2223,4,2,6,11839680,No,31-10-1994,390709,260473,Normal Sale
Karapakkam,22-11-2009,1537,2,2,4,8178625,No,28-11-1984,359860,147215,Adj Land
Adyar,22-11-2008,1016,1,1,3,7041840,No,01-12-1972,246464,91544,Ab Normal
T Nagar,28-04-2012,1502,1,1,4,9433610,No,08-05-1974,320743,179239,Normal Sale
Karapakkam,04-04-2010,1497,2,2,4,8164875,No,08-04-1994,269441,146968,Family
Adyar,17-11-2006,850,1,1,3,6575100,No,22-11-1986,223553,52601,Partial
Anna Nagar,12-09-2010,1940,2,1,5,14198960,No,23-09-1967,411770,85194,Family
Velachery,21-12-2007,1671,2,1,4,7352510,No,26-12-1984,286748,73525,Adj Land
Anna Nagar,15-11-2013,1600,1,1,4,12401250,No,23-11-1983,483649,235624,Family
Karapakkam,17-10-2011,1122,1,1,3,7809500,No,22-10-1990,304571,140571,Family
Chrompet,01-03-2010,821,1,1,3,6678470,No,10-03-1972,166962,40071,Adj Land
Adyar,26-04-2010,613,1,1,2,6193485,No,06-05-1971,216772,12387,Normal Sale
Karapakkam,29-12-2009,596,1,1,2,5766000,No,03-01-1990,207576,138384,Normal Sale
KK Nagar,10-08-2008,2321,4,2,6,11291220,No,16-08-1987,440358,112912,Normal Sale
KK Nagar,18-12-2010,1533,2,1,4,12844280,No,24-12-1986,513771,231197,Normal Sale
Chrompet,09-12-2006,1097,1,1,3,8792100,No,14-12-1984,228595,35168,Partial
Chrompet,30-07-2009,748,1,1,2,10727250,No,07-08-1978,311090,139454,Adj Land
Adyar,31-05-2007,847,1,1,3,5254245,No,05-06-1984,157627,15763,Partial
T Nagar,02-04-2008,1535,1,1,4,18163890,No,05-04-1996,581244,108983,Adj Land
Karapakkam,18-01-2012,1558,2,2,4,7047750,No,29-01-1967,239624,77525,Adj Land
Velachery,03-11-2011,1696,2,1,4,9475100,No,06-11-1996,303203,142127,Ab Normal
Karapakkam,29-01-2010,591,1,1,2,5865875,No,31-01-2001,175976,146647,Partial
Anna Nagar,05-05-2008,1539,1,1,4,10959440,No,09-05-1992,372621,164392,Ab Normal
Chrompet,02-04-2007,736,1,1,2,10316800,No,04-04-1999,257920,82534,Adj Land
Chrompet,18-12-2008,904,1,1,3,7831830,No,27-12-1975,195796,31327,Family
Karapakkam,04-10-2011,1445,2,2,4,8783500,No,13-10-1973,307423,219588,Family
Velachery,27-04-2011,1623,2,1,4,10346560,No,29-04-2003,372476,206931,Adj Land
Karapakkam,26-02-2012,1546,2,2,4,8340500,No,09-03-1967,375323,158470,Ab Normal
KK Nagar,10-01-2011,1896,3,2,5,10461400,No,13-01-1997,460302,230151,Partial
KK Nagar,10-07-2009,2334,4,2,6,17422560,No,12-07-2001,836283,313606,Family
Chrompet,12-06-2014,1114,1,1,3,9214700,No,21-06-1976,304085,101362,Partial
T Nagar,19-08-2014,1639,1,1,4,19704720,No,20-08-2008,591142,374390,Partial
Adyar,07-11-2007,792,1,1,2,9522150,No,09-11-1997,361842,123788,Partial
Chrompet,22-08-2012,1243,2,1,4,9469350,No,28-08-1991,284081,142040,Adj Land
Anna Nagar,15-10-2014,1657,1,1,4,12116210,No,19-10-1996,472532,157511,Normal Sale
Chrompet,18-11-2012,1008,1,1,3,9324960,No,26-11-1980,233124,139874,Partial
KK Nagar,19-04-2009,1381,2,1,4,13306740,No,21-04-2002,625417,119761,Partial
Karapakkam,18-02-2012,929,1,1,3,7698750,No,20-02-2003,361841,169373,Ab Normal
Chrompet,30-07-2014,1166,1,1,3,10093170,No,31-07-2009,262422,171584,Normal Sale
Chrompet,13-05-2007,1239,2,1,4,9819130,No,20-05-1977,255297,127649,Adj Land
Chrompet,17-02-2011,1231,2,1,4,9592970,No,22-02-1989,239824,163080,Partial
Anna Nagar,16-08-2014,1973,2,1,5,12198380,No,26-08-1975,475737,73190,Partial
KK Nagar,16-07-2009,2244,4,2,6,12356100,No,21-07-1988,593093,160629,Adj Land
Chrompet,02-06-2009,1109,1,1,3,10078530,No,05-06-1997,302356,171335,Adj Land
KK Nagar,13-02-2010,1801,3,2,5,10345940,No,15-02-2003,331070,165535,Adj Land
Chrompet,08-02-2012,1257,2,1,4,13773700,No,17-02-1974,426985,179058,Partial
Karapakkam,27-10-2010,531,1,1,2,3767125,No,04-11-1976,154452,41438,Partial
Karapakkam,19-04-2010,1380,2,2,4,8624750,No,26-04-1981,396739,198369,Ab Normal
KK Nagar,08-04-2008,1758,2,1,4,8850660,No,12-04-1995,292072,185864,Family
Anna Nagar,31-12-2011,1943,2,1,5,14078710,No,06-01-1986,380125,267495,Normal Sale
Anna Nagar,16-03-2011,1751,1,1,4,10561720,No,21-03-1990,401345,116179,Family
KK Nagar,18-03-2008,1573,2,1,4,9336800,No,23-03-1988,373472,186736,Family
Adyar,21-06-2010,925,1,1,3,7487725,No,30-06-1975,292021,82365,Partial
Chrompet,12-09-2013,1280,2,1,4,10700200,No,16-09-1997,278205,171203,Family
T Nagar,17-06-2014,1981,2,1,5,13923830,No,27-06-1974,543029,139238,Adj Land
KK Nagar,29-07-2010,1554,2,1,4,9444500,No,02-08-1995,377780,217224,Family
Anna Nagar,24-12-2006,1835,2,1,5,12605360,No,28-12-1988,453793,113448,Normal Sale
Chrompet,13-11-2011,750,1,1,2,7954750,No,18-11-1988,198869,111367,Normal Sale
Velachery,25-07-2010,1598,2,1,4,13087480,No,06-08-1961,405712,183225,Ab Normal
Velachery,06-08-2010,1584,2,1,4,8183130,No,18-08-1961,261860,90014,Adj Land
Adyar,16-01-2012,852,1,1,3,8355660,No,22-01-1988,317515,41778,Partial
Karapakkam,28-01-2012,1606,2,2,4,7557000,No,31-01-2000,370293,113355,Partial
T Nagar,10-05-2014,1566,1,1,4,11225380,No,16-05-1989,347987,145930,Partial
Anna Nagar,19-06-2010,1757,1,1,4,11839510,No,26-06-1982,449901,94716,Normal Sale
Adyar,09-12-2010,1241,2,2,4,10568895,No,17-12-1977,422756,95120,Adj Land
Velachery,07-11-2004,1926,3,2,5,14814620,No,16-11-1968,518512,133332,Partial
Velachery,26-01-2007,1531,2,1,4,6745340,No,29-01-1995,202360,134907,Ab Normal
Adyar,21-07-2009,928,1,1,3,10595700,No,31-07-1969,360254,158936,Ab Normal
Velachery,10-04-2008,1716,2,1,4,7777550,No,22-04-1963,264437,62220,Family
Karapakkam,11-08-2011,1694,2,2,4,11405500,No,15-08-1993,342165,250921,Ab Normal
Chrompet,03-12-2011,770,1,1,2,9876750,No,08-12-1990,325933,98768,Ab Normal
Adyar,04-07-2007,790,1,1,2,9758035,No,11-07-1978,341531,107338,Normal Sale
KK Nagar,30-03-2009,1723,2,1,4,9160860,No,05-04-1986,283987,100769,Family
Karapakkam,28-04-2011,1013,1,1,3,9511000,No,05-05-1983,380440,133154,Adj Land
Karapakkam,29-03-2012,1143,1,1,3,5947125,No,10-04-1964,273568,65418,Partial
T Nagar,19-03-2013,1849,2,1,5,13393470,No,24-03-1992,482165,241082,Partial
Karapakkam,24-07-2011,850,1,1,2,3874500,No,31-07-1981,189851,58118,Partial
Karapakkam,29-10-2011,1420,2,2,4,9082000,No,30-10-2005,399608,217968,Ab Normal
Chrompet,27-11-2008,989,1,1,3,9315900,No,29-11-2002,232898,111791,Adj Land
Velachery,28-07-2007,1626,2,1,4,7257400,No,09-08-1957,239494,79831,Normal Sale
Karapakkam,08-08-2011,594,1,1,2,5308500,No,18-08-1969,201723,69011,Family
Chrompet,25-04-2012,991,1,1,3,8765000,No,03-05-1980,236655,52590,Adj Land
Karapakkam,05-02-2011,684,1,1,2,3916750,No,13-02-1978,184087,50918,Adj Land
Velachery,10-04-2006,1717,2,1,4,7369890,No,17-04-1979,221097,58959,Normal Sale
Chrompet,26-04-2011,951,1,1,3,11239600,No,28-04-2003,292230,146115,Partial
Karapakkam,04-03-2012,830,1,1,2,4242000,No,09-03-1992,169680,93324,Partial
Chrompet,08-07-2009,820,1,1,3,8254700,No,15-07-1983,214622,24764,Adj Land
Chrompet,13-08-2009,1292,2,1,4,9746100,No,15-08-2003,263145,155938,Partial
Velachery,07-01-2007,1748,2,1,4,9516880,No,19-01-1958,342608,66618,Family
Karapakkam,07-10-2010,1621,2,2,4,7580125,No,16-10-1973,234984,151603,Normal Sale
Velachery,14-02-2008,1521,2,1,4,12842120,No,20-02-1982,436632,231158,Adj Land
Chrompet,20-11-2012,1296,2,1,4,9576550,No,22-11-2007,306450,105342,Ab Normal
KK Nagar,19-01-2012,1921,3,2,5,11354960,No,23-01-1995,556393,124905,Adj Land
Velachery,18-12-2004,1781,2,1,4,12296550,No,31-12-1954,491862,122966,Normal Sale
Anna Nagar,05-07-2010,1658,1,1,4,9615130,No,16-07-1966,240378,115382,Partial
Velachery,24-03-2011,1880,3,2,5,15074080,No,28-03-1992,572815,256259,Normal Sale
Chrompet,06-05-2010,918,1,1,3,8745660,No,13-05-1982,236133,148676,Normal Sale
Anna Nagar,09-09-2014,1631,1,1,4,10323980,No,20-09-1970,320043,175508,Family
Karapakkam,25-07-2010,782,1,1,2,4842750,No,05-08-1965,179182,62956,Family
Karapakkam,17-07-2009,643,1,1,2,6501000,No,27-07-1969,266541,91014,Normal Sale
Karapakkam,14-01-2012,1180,1,1,3,8366750,No,18-01-1993,393237,75301,Partial
Adyar,30-08-2011,1167,1,1,3,10474605,No,31-08-2004,366611,41898,Adj Land
Adyar,21-10-2006,1051,1,1,3,8090620,No,28-10-1978,291262,121359,Adj Land
Chrompet,18-07-2013,881,1,1,3,8734920,No,19-07-2008,253313,61144,Adj Land
Velachery,05-06-2005,1954,3,2,5,9484440,No,13-06-1973,284533,75876,Family
Adyar,16-05-2008,919,1,1,3,9310300,No,26-05-1968,297930,130344,Adj Land
Karapakkam,08-10-2009,1287,1,1,3,9260750,No,12-10-1992,324126,120390,Adj Land
Velachery,29-04-2006,1889,3,2,5,7311370,No,08-05-1970,263209,73114,Ab Normal
